accX,accY,accZ,gyroX,gyroY,gyroZ
0.77,-0.31,-1.84,0.54,1.14,0.05
1.02,-0.9,-1.86,0.55,1.24,0.03
1.23,-1.59,-2.07,0.56,1.36,0.0
1.32,-2.26,-2.32,0.58,1.49,-0.03
1.38,-3.08,-2.87,0.58,1.63,-0.05
1.24,-3.73,-3.26,0.58,1.75,-0.06
0.94,-4.29,-3.6,0.55,1.85,-0.07
0.48,-4.69,-3.98,0.51,1.92,-0.08
0.08,-4.88,-4.16,0.47,1.95,-0.09
-0.27,-5.09,-4.37,0.43,1.95,-0.09
-0.88,-5.11,-4.35,0.4,1.89,-0.11
-1.28,-5.04,-4.29,0.38,1.79,-0.13
-1.82,-4.77,-4.08,0.37,1.66,-0.17
-2.24,-4.35,-3.68,0.36,1.52,-0.2
-2.66,-3.96,-3.31,0.37,1.39,-0.24
-2.66,-3.7,-2.87,0.37,1.28,-0.27
-2.43,-3.54,-2.49,0.36,1.17,-0.29
-2.2,-3.52,-2.11,0.34,1.09,-0.3
-1.97,-3.2,-1.88,0.32,1.02,-0.3
-1.8,-2.95,-1.69,0.3,0.99,-0.3
-1.51,-2.7,-1.53,0.28,0.97,-0.28
-1.05,-2.57,-1.28,0.27,0.96,-0.26
-0.57,-2.43,-1.32,0.26,0.96,-0.24
-0.13,-2.45,-1.19,0.25,0.95,-0.22
0.21,-2.47,-1.24,0.25,0.95,-0.21
0.54,-2.57,-1.26,0.26,0.94,-0.19
0.9,-2.66,-1.15,0.27,0.94,-0.17
1.07,-2.91,-1.13,0.28,0.94,-0.16
1.26,-3.06,-1.05,0.29,0.94,-0.14
1.3,-3.1,-1.23,0.3,0.94,-0.13
1.42,-3.06,-1.3,0.3,0.95,-0.12
1.51,-2.93,-1.46,0.3,0.96,-0.12
1.51,-2.64,-1.53,0.28,0.99,-0.11
1.38,-2.41,-1.7,0.27,1.01,-0.1
1.34,-2.11,-1.7,0.25,1.03,-0.08
1.36,-1.97,-1.69,0.22,1.05,-0.06
1.49,-1.97,-1.67,0.18,1.05,-0.05
1.59,-1.97,-1.46,0.14,1.04,-0.05
1.57,-2.05,-1.34,0.11,1.03,-0.05
1.49,-2.24,-1.11,0.09,1.02,-0.05
1.44,-2.36,-0.94,0.06,1.01,-0.05
1.47,-2.68,-0.73,0.05,0.99,-0.06
1.32,-2.87,-0.59,0.05,0.98,-0.07
1.11,-3.14,-0.67,0.06,0.98,-0.09
0.77,-3.37,-0.86,0.09,0.98,-0.1
0.29,-3.45,-1.11,0.13,0.99,-0.11
-0.31,-3.56,-0.73,0.17,1.0,-0.12
-0.54,-4.04,-0.36,0.23,1.0,-0.13
-0.31,-4.77,-0.23,0.33,0.99,-0.13
-0.1,-5.19,-0.33,0.44,0.98,-0.15
-0.29,-5.13,-0.4,0.52,0.96,-0.18
-0.59,-4.79,-0.29,0.57,0.95,-0.2
-0.57,-4.6,-0.15,0.63,0.95,-0.22
-0.29,-4.33,-0.29,0.71,0.96,-0.25
0.27,-3.83,-0.63,0.77,0.98,-0.29
0.84,-3.14,-1.26,0.79,0.98,-0.34
1.32,-2.39,-1.86,0.74,0.95,-0.38
1.65,-1.74,-2.09,0.62,0.88,-0.41
1.92,-1.53,-2.03,0.49,0.77,-0.45
1.82,-1.61,-1.74,0.39,0.65,-0.48
1.65,-2.13,-1.38,0.34,0.54,-0.51
1.32,-2.6,-1.07,0.33,0.46,-0.55
1.0,-3.1,-0.8,0.36,0.42,-0.58
0.61,-3.45,-0.8,0.41,0.41,-0.62
0.23,-3.7,-0.71,0.46,0.42,-0.66
0.1,-3.93,-0.57,0.5,0.44,-0.7
0.19,-4.06,-0.65,0.52,0.46,-0.74
0.25,-4.14,-0.96,0.51,0.47,-0.78
0.42,-4.35,-1.09,0.47,0.46,-0.81
0.48,-4.48,-1.26,0.42,0.45,-0.85
0.34,-4.73,-1.46,0.39,0.44,-0.88
0.33,-4.94,-2.05,0.36,0.4,-0.91
0.25,-4.96,-2.64,0.33,0.36,-0.94
0.15,-4.98,-3.01,0.3,0.29,-0.97
-0.1,-4.85,-3.06,0.28,0.21,-1.01
-0.52,-4.58,-2.66,0.27,0.14,-1.05
-0.46,-4.37,-2.16,0.29,0.08,-1.09
-1.09,-3.58,-2.05,0.3,0.02,-1.14
-1.05,-2.68,-1.92,0.21,-0.08,-1.17
-0.38,-1.95,-2.22,0.11,-0.15,-1.19
0.42,-1.38,-2.36,-0.0,-0.18,-1.23
1.13,-1.19,-2.64,-0.09,-0.19,-1.27
1.78,-1.07,-3.06,-0.11,-0.18,-1.32
2.28,-1.15,-3.52,-0.1,-0.17,-1.33
2.97,-1.65,-3.26,-0.08,-0.14,-1.33
3.75,-2.53,-2.43,-0.04,-0.04,-1.3
5.08,-3.66,-1.65,0.05,0.16,-1.27
6.8,-4.67,-0.36,0.16,0.46,-1.24
8.68,-5.77,0.92,0.27,0.86,-1.16
11.09,-7.57,3.26,0.39,1.37,-1.04
14.82,-10.02,6.21,0.56,1.9,-0.92
21.18,-12.87,8.1,0.8,2.32,-0.92
22.37,-15.95,11.32,1.06,2.56,-1.04
28.04,-19.98,11.07,1.45,2.62,-1.13
27.43,-21.74,10.67,1.66,2.47,-1.38
20.13,-21.8,12.35,1.63,2.21,-1.67
10.84,-20.49,12.62,1.6,1.89,-1.73
5.44,-19.35,13.41,1.57,1.52,-1.57
4.16,-16.59,12.79,1.51,1.11,-1.38
0.88,-11.19,11.51,1.39,0.71,-1.36
-3.75,-5.55,12.37,1.19,0.36,-1.53
-3.72,-0.69,16.11,0.95,0.21,-1.68
3.22,3.95,18.75,0.78,0.31,-1.8
8.71,7.34,17.3,0.63,0.43,-1.95
11.26,8.6,12.79,0.48,0.39,-1.93
10.46,7.47,8.89,0.33,0.2,-1.7
11.86,3.95,4.65,0.33,-0.11,-1.38
14.19,1.23,1.32,0.61,-0.29,-1.09
14.17,1.11,-0.27,0.92,-0.31,-0.91
13.29,1.92,-1.15,1.02,-0.29,-0.83
10.55,2.55,-0.61,0.92,-0.24,-0.78
8.03,2.59,0.42,0.74,-0.08,-0.77
5.88,1.8,1.8,0.58,0.14,-0.82
3.72,0.94,2.07,0.48,0.35,-0.86
2.87,0.06,2.13,0.39,0.52,-0.91
3.93,-1.0,1.76,0.32,0.64,-0.95
4.77,-1.4,1.09,0.29,0.69,-0.99
5.38,-1.51,0.27,0.28,0.73,-1.03
5.96,-1.36,-0.27,0.27,0.79,-1.05
6.28,-1.07,0.0,0.26,0.86,-1.08
6.51,-0.75,0.44,0.27,0.92,-1.08
6.65,-0.5,0.73,0.29,1.0,-1.07
6.42,-0.34,1.21,0.31,1.09,-1.05
6.13,-0.25,1.8,0.34,1.2,-1.02
5.65,-0.46,2.6,0.35,1.31,-1.0
5.42,-0.92,2.97,0.34,1.38,-0.98
5.21,-1.72,3.06,0.33,1.43,-0.98
5.44,-2.68,2.7,0.34,1.43,-0.99
5.04,-3.49,2.26,0.39,1.43,-1.02
5.08,-3.79,1.21,0.45,1.47,-1.04
4.73,-3.66,0.61,0.5,1.54,-1.03
4.02,-3.58,0.94,0.56,1.62,-1.01
3.18,-3.41,1.78,0.62,1.68,-0.99
2.15,-2.97,2.43,0.7,1.73,-0.96
1.17,-2.28,2.68,0.76,1.73,-0.94
0.56,-1.3,2.74,0.77,1.69,-0.9
-0.44,-0.4,2.7,0.74,1.62,-0.85
-0.56,0.29,2.91,0.69,1.52,-0.79
-0.48,0.9,3.18,0.62,1.42,-0.74
-0.46,1.3,3.51,0.56,1.31,-0.7
-0.46,1.44,3.64,0.52,1.18,-0.67
-0.15,1.61,3.56,0.49,1.04,-0.65
0.02,1.34,3.62,0.48,0.91,-0.64
0.33,0.9,3.33,0.47,0.79,-0.64
0.82,0.61,3.18,0.47,0.71,-0.64
1.28,0.31,3.1,0.47,0.68,-0.64
1.99,0.11,2.85,0.46,0.68,-0.63
2.3,-0.34,2.87,0.46,0.7,-0.62
2.89,-0.92,2.26,0.5,0.72,-0.6
3.6,-1.28,1.99,0.57,0.79,-0.57
4.18,-1.23,1.95,0.61,0.85,-0.56
4.18,-0.84,2.01,0.63,0.92,-0.56
3.89,-0.34,2.26,0.61,0.99,-0.58
3.37,0.11,2.41,0.57,1.05,-0.59
2.6,0.42,2.51,0.53,1.09,-0.61
1.78,0.71,2.6,0.5,1.12,-0.62
1.0,0.82,2.64,0.47,1.14,-0.62
0.33,0.94,2.64,0.46,1.13,-0.61
-0.11,0.8,2.66,0.45,1.1,-0.61
-0.67,0.8,2.74,0.45,1.05,-0.59
-1.02,0.79,2.85,0.45,0.99,-0.58
-1.24,0.75,2.93,0.45,0.92,-0.57
-1.32,0.75,3.16,0.44,0.85,-0.54
-1.26,0.69,3.37,0.42,0.77,-0.52
-1.19,0.54,3.45,0.39,0.69,-0.5
-1.13,0.54,3.28,0.37,0.61,-0.48
-1.02,0.59,3.12,0.37,0.54,-0.45
-0.79,0.69,2.93,0.39,0.5,-0.43
-0.48,0.96,2.66,0.41,0.47,-0.4
-0.52,1.23,2.7,0.42,0.46,-0.38
-0.13,1.44,2.78,0.4,0.46,-0.36
0.29,1.46,3.26,0.36,0.48,-0.35
0.77,1.47,3.54,0.32,0.49,-0.34
1.05,1.55,3.81,0.3,0.49,-0.33
1.36,1.49,3.95,0.3,0.49,-0.31
1.42,1.44,3.96,0.31,0.48,-0.29
1.47,1.38,3.96,0.33,0.48,-0.27
1.46,1.3,3.93,0.34,0.49,-0.24
1.21,1.21,3.95,0.34,0.51,-0.22
0.96,1.19,3.93,0.31,0.53,-0.2
0.56,1.17,3.98,0.26,0.55,-0.18
0.4,1.07,3.91,0.21,0.57,-0.18
0.23,1.07,3.83,0.19,0.57,-0.17
-0.02,1.17,3.72,0.17,0.57,-0.16
-0.25,1.24,3.72,0.16,0.57,-0.15
-0.48,1.23,3.7,0.14,0.56,-0.13
-0.77,1.34,3.49,0.14,0.54,-0.12
-1.05,1.49,3.49,0.13,0.51,-0.11
-1.46,1.61,3.43,0.11,0.5,-0.1
-1.72,1.63,3.41,0.09,0.49,-0.1
-1.69,1.51,3.45,0.07,0.48,-0.09
-1.92,1.59,3.28,0.07,0.47,-0.08
-2.03,1.61,3.18,0.07,0.46,-0.07
-2.01,1.67,3.22,0.08,0.46,-0.06
-1.84,1.63,3.16,0.09,0.48,-0.06
-1.7,1.74,3.14,0.09,0.49,-0.06
-1.78,1.74,3.31,0.09,0.5,-0.07
-1.67,1.86,3.22,0.1,0.51,-0.09
-1.49,1.88,3.39,0.1,0.52,-0.09
-1.34,1.78,3.54,0.11,0.54,-0.09
-1.23,1.9,3.68,0.12,0.56,-0.08
-1.21,1.88,3.77,0.12,0.56,-0.08
-1.47,1.97,3.75,0.11,0.55,-0.09
-1.38,1.84,3.91,0.08,0.54,-0.09
-1.53,1.7,3.98,0.05,0.52,-0.09
-1.95,1.82,4.0,0.03,0.5,-0.09
-1.97,1.67,4.06,0.01,0.49,-0.09
-2.16,1.76,4.06,0.0,0.48,-0.09
-2.32,1.72,4.04,-0.01,0.48,-0.1
-2.43,1.67,3.95,-0.01,0.47,-0.1
-2.6,1.8,3.83,-0.02,0.47,-0.11
-2.53,1.78,3.85,-0.02,0.48,-0.12
-2.66,1.9,3.72,-0.02,0.49,-0.12
-2.66,1.84,3.72,-0.02,0.49,-0.13
-2.59,1.74,3.7,-0.02,0.48,-0.14
-2.64,1.78,3.75,-0.02,0.47,-0.14
-2.7,1.92,3.64,-0.02,0.46,-0.16
-2.55,1.88,3.49,-0.03,0.45,-0.17
-2.59,1.93,3.58,-0.04,0.42,-0.18
-2.72,1.93,3.6,-0.05,0.4,-0.18
-2.68,2.05,3.51,-0.06,0.37,-0.18
-2.53,1.88,3.68,-0.08,0.36,-0.19
-2.49,1.76,3.81,-0.09,0.34,-0.19
-2.55,1.55,3.85,-0.1,0.33,-0.19
-2.49,1.42,3.85,-0.1,0.32,-0.19
-2.39,1.38,3.83,-0.1,0.31,-0.18
-2.22,1.36,3.81,-0.08,0.31,-0.18
-2.01,1.36,3.75,-0.08,0.31,-0.17
-1.86,1.3,3.93,-0.07,0.32,-0.16
-1.9,1.34,3.93,-0.06,0.33,-0.15
-1.92,1.42,4.0,-0.05,0.32,-0.15
-2.09,1.57,4.06,-0.05,0.31,-0.14
-2.16,1.63,4.18,-0.05,0.3,-0.14
-2.32,1.69,4.19,-0.05,0.29,-0.13
-2.41,1.74,4.25,-0.06,0.28,-0.12
-2.39,1.67,4.37,-0.07,0.26,-0.12
-2.34,1.67,4.29,-0.08,0.24,-0.11
-2.3,1.72,4.23,-0.09,0.22,-0.1
-2.22,1.7,4.18,-0.1,0.2,-0.1
-2.11,1.65,4.1,-0.12,0.19,-0.09
-1.97,1.65,4.31,-0.15,0.18,-0.09
-1.88,1.59,4.18,-0.17,0.18,-0.09
-1.74,1.49,4.08,-0.19,0.16,-0.08
-1.63,1.34,3.95,-0.2,0.14,-0.08
-1.55,1.32,3.73,-0.2,0.12,-0.07
-1.63,1.28,3.6,-0.2,0.11,-0.07
-1.61,1.21,3.35,-0.19,0.1,-0.07
-1.47,1.21,3.24,-0.18,0.08,-0.06
-1.4,1.3,3.24,-0.17,0.07,-0.06
-1.3,1.34,3.41,-0.16,0.06,-0.05
-1.11,1.34,3.52,-0.15,0.05,-0.04
-1.05,1.34,3.58,-0.14,0.04,-0.03
-1.03,1.28,3.64,-0.14,0.03,-0.02
-1.11,1.26,3.6,-0.15,0.0,-0.02
-1.09,1.34,3.56,-0.17,-0.02,-0.01
-1.15,1.3,3.54,-0.18,-0.04,-0.01
-1.19,1.42,3.58,-0.19,-0.04,-0.01
-1.24,1.49,3.66,-0.19,-0.04,-0.01
-1.46,1.67,3.68,-0.19,-0.05,-0.01
-1.53,1.67,3.81,-0.19,-0.05,-0.02
-1.63,1.78,4.02,-0.19,-0.07,-0.03
-1.55,1.76,4.1,-0.2,-0.09,-0.03
-1.59,1.65,4.37,-0.22,-0.11,-0.05
-1.67,1.4,4.31,-0.25,-0.15,-0.06
-1.72,1.23,3.91,-0.28,-0.18,-0.07
-1.74,1.17,3.68,-0.31,-0.21,-0.09
-1.74,1.19,3.41,-0.33,-0.22,-0.1
-1.65,1.13,3.26,-0.34,-0.23,-0.1
-1.59,1.09,3.35,-0.34,-0.23,-0.11
-1.57,1.17,3.28,-0.35,-0.22,-0.12
-1.49,1.15,3.47,-0.36,-0.21,-0.13
-1.34,1.19,3.51,-0.37,-0.19,-0.14
-1.32,1.21,3.54,-0.37,-0.18,-0.14
-1.15,1.23,3.35,-0.37,-0.18,-0.14
-1.02,1.17,3.41,-0.36,-0.19,-0.14
-0.98,1.07,3.49,-0.36,-0.2,-0.14
-0.86,0.9,3.47,-0.36,-0.21,-0.14
-0.8,0.82,3.51,-0.35,-0.22,-0.14
-0.79,0.8,3.77,-0.33,-0.23,-0.15
-0.86,0.8,4.29,-0.32,-0.23,-0.15
-0.57,0.77,4.62,-0.32,-0.22,-0.14
-0.57,0.67,4.71,-0.34,-0.23,-0.14
-0.5,0.52,4.58,-0.37,-0.23,-0.14
-0.56,0.36,4.18,-0.39,-0.25,-0.13
-0.73,0.29,3.95,-0.41,-0.27,-0.13
-0.84,0.13,3.89,-0.4,-0.29,-0.13
-1.02,0.15,3.72,-0.39,-0.3,-0.14
-1.07,0.11,3.77,-0.38,-0.3,-0.15
-1.23,0.17,3.91,-0.37,-0.29,-0.16
-1.23,0.31,3.85,-0.37,-0.28,-0.18
-1.13,0.33,4.08,-0.37,-0.28,-0.19
-1.19,0.56,4.16,-0.36,-0.28,-0.2
-1.03,0.71,4.33,-0.37,-0.28,-0.21
-1.02,0.84,4.56,-0.39,-0.27,-0.21
-0.94,0.98,4.77,-0.41,-0.27,-0.22
-0.8,1.0,4.85,-0.43,-0.27,-0.21
-0.69,0.92,5.09,-0.45,-0.28,-0.21
-0.69,0.65,5.38,-0.46,-0.28,-0.2
-0.69,0.29,5.19,-0.47,-0.29,-0.2
-0.67,0.02,4.77,-0.47,-0.32,-0.19
-0.69,-0.33,4.41,-0.47,-0.34,-0.19
-0.71,-0.56,4.04,-0.46,-0.36,-0.19
-0.86,-0.77,3.87,-0.44,-0.37,-0.19
-1.05,-0.92,3.95,-0.42,-0.37,-0.19
-1.15,-0.98,4.06,-0.39,-0.37,-0.2
-1.28,-1.02,4.19,-0.37,-0.36,-0.2
-1.23,-0.96,4.44,-0.35,-0.35,-0.2
-1.26,-0.84,4.65,-0.33,-0.36,-0.2
-1.13,-0.69,4.6,-0.3,-0.37,-0.2
-1.17,-0.4,4.58,-0.27,-0.38,-0.19
-1.34,-0.27,4.58,-0.26,-0.38,-0.18
-1.42,-0.11,4.77,-0.25,-0.39,-0.17
-1.51,0.1,5.04,-0.25,-0.39,-0.15
-1.4,0.0,5.11,-0.25,-0.39,-0.13
-1.05,0.1,5.19,-0.26,-0.39,-0.12
-0.77,0.21,4.88,-0.26,-0.39,-0.1
-0.4,0.11,4.48,-0.27,-0.41,-0.08
-0.36,0.11,4.12,-0.28,-0.43,-0.07
-0.34,-0.02,3.79,-0.28,-0.46,-0.06
-0.48,-0.1,3.56,-0.27,-0.49,-0.05
-0.67,-0.13,3.45,-0.27,-0.51,-0.03
-0.82,-0.29,3.16,-0.26,-0.54,-0.01
-0.82,-0.34,3.12,-0.24,-0.54,0.01
-0.98,-0.29,3.12,-0.23,-0.54,0.03
-1.13,-0.15,3.33,-0.22,-0.53,0.04
-1.26,0.02,3.66,-0.21,-0.52,0.05
-1.44,0.21,3.7,-0.2,-0.52,0.06
-1.21,0.44,3.73,-0.2,-0.53,0.07
-1.23,0.75,3.75,-0.21,-0.53,0.08
-0.9,0.79,3.73,-0.24,-0.54,0.09
-0.67,0.9,3.83,-0.26,-0.55,0.1
-0.33,0.82,3.83,-0.27,-0.58,0.11
-0.23,0.73,3.83,-0.29,-0.6,0.13
-0.06,0.54,3.77,-0.3,-0.62,0.14
-0.02,0.36,3.62,-0.31,-0.63,0.16
0.13,0.25,3.66,-0.32,-0.62,0.17
0.42,0.08,3.85,-0.34,-0.59,0.17
0.36,-0.17,4.12,-0.36,-0.56,0.17
0.5,-0.33,4.33,-0.38,-0.55,0.16
0.54,-0.59,4.29,-0.38,-0.56,0.16
0.56,-1.02,4.39,-0.36,-0.58,0.16
0.33,-1.07,4.35,-0.32,-0.62,0.17
0.13,-1.21,4.44,-0.29,-0.65,0.17
-0.25,-1.11,4.71,-0.27,-0.67,0.17
-0.15,-1.23,4.79,-0.26,-0.69,0.17
-0.19,-1.19,4.85,-0.24,-0.67,0.17
0.08,-1.26,4.92,-0.23,-0.66,0.17
0.44,-1.13,5.0,-0.22,-0.67,0.17
0.17,-1.09,5.04,-0.21,-0.7,0.17
0.33,-1.03,4.79,-0.19,-0.72,0.18
0.71,-0.98,4.54,-0.15,-0.74,0.2
0.94,-0.86,4.31,-0.12,-0.74,0.22
1.21,-0.88,4.16,-0.11,-0.73,0.23
1.28,-0.84,3.85,-0.09,-0.72,0.23
1.63,-1.0,4.02,-0.1,-0.71,0.22
1.59,-0.88,3.89,-0.1,-0.7,0.22
1.59,-1.02,3.93,-0.11,-0.7,0.22
1.59,-1.11,3.96,-0.13,-0.74,0.22
1.53,-1.17,3.87,-0.12,-0.77,0.22
1.46,-1.26,3.87,-0.11,-0.79,0.22
1.21,-1.3,3.87,-0.1,-0.82,0.21
1.15,-1.28,3.83,-0.11,-0.85,0.21
0.92,-1.15,3.85,-0.12,-0.86,0.21
1.13,-1.15,3.87,-0.12,-0.88,0.21
1.49,-1.38,3.72,-0.11,-0.88,0.19
1.7,-1.44,3.52,-0.06,-0.84,0.19
2.11,-1.4,3.26,-0.01,-0.8,0.18
2.32,-1.42,3.16,0.02,-0.77,0.17
2.45,-1.42,3.18,0.03,-0.75,0.15
2.32,-1.49,3.22,0.04,-0.73,0.12
2.2,-1.51,3.31,0.05,-0.71,0.09
2.15,-1.67,3.45,0.06,-0.7,0.09
2.26,-1.78,3.62,0.06,-0.7,0.09
2.28,-1.9,3.75,0.06,-0.69,0.09
2.2,-1.9,3.81,0.07,-0.69,0.09
1.84,-1.8,4.08,0.07,-0.71,0.09
1.53,-1.65,3.91,0.07,-0.75,0.08
1.3,-1.4,3.91,0.07,-0.77,0.08
1.17,-1.32,3.79,0.06,-0.79,0.08
1.21,-1.15,3.7,0.04,-0.81,0.08
1.32,-1.15,3.51,0.02,-0.81,0.08
1.42,-1.02,3.43,0.01,-0.82,0.07
1.78,-1.0,3.29,-0.0,-0.83,0.07
1.88,-0.79,3.29,-0.02,-0.84,0.05
1.92,-0.63,3.22,-0.05,-0.86,0.04
1.86,-0.48,3.41,-0.12,-0.87,0.03
1.95,-0.65,3.39,-0.19,-0.89,0.03
1.74,-0.65,3.33,-0.25,-0.9,0.03
1.92,-0.82,3.28,-0.29,-0.93,0.04
1.88,-0.88,3.12,-0.29,-0.95,0.04
1.88,-0.9,3.05,-0.28,-0.95,0.04
1.95,-0.94,3.01,-0.28,-0.95,0.04
2.11,-0.9,3.08,-0.29,-0.95,0.03
2.3,-1.02,3.16,-0.29,-0.94,0.01
2.3,-1.0,3.05,-0.28,-0.92,-0.0
2.45,-1.03,3.01,-0.28,-0.92,-0.0
2.39,-1.05,2.87,-0.28,-0.92,-0.01
2.36,-1.07,2.82,-0.28,-0.93,-0.01
2.36,-1.07,2.76,-0.27,-0.93,-0.01
2.41,-1.19,2.78,-0.25,-0.93,-0.02
2.47,-1.28,2.82,-0.24,-0.93,-0.02
2.51,-1.38,2.82,-0.23,-0.93,-0.02
2.59,-1.46,2.82,-0.22,-0.93,-0.02
2.68,-1.53,2.64,-0.22,-0.93,-0.01
2.72,-1.42,2.51,-0.21,-0.93,-0.01
2.85,-1.42,2.38,-0.2,-0.94,-0.01
2.93,-1.36,2.2,-0.19,-0.93,-0.01
3.06,-1.34,2.11,-0.17,-0.92,-0.01
3.26,-1.23,2.09,-0.17,-0.9,-0.01
3.47,-1.24,2.07,-0.17,-0.87,-0.02
3.73,-1.28,2.16,-0.19,-0.83,-0.02
4.14,-1.32,2.15,-0.2,-0.78,-0.02
4.46,-1.36,2.09,-0.23,-0.72,-0.02
4.64,-1.28,2.07,-0.26,-0.66,-0.01
4.64,-1.38,1.95,-0.29,-0.62,-0.01
4.39,-1.42,1.93,-0.32,-0.59,-0.01
4.0,-1.69,2.05,-0.34,-0.58,0.01
3.49,-1.8,2.13,-0.34,-0.6,0.03
3.24,-2.05,2.13,-0.31,-0.63,0.06
3.03,-2.11,2.3,-0.24,-0.69,0.09
2.85,-2.03,2.24,-0.17,-0.75,0.12
2.64,-1.78,2.07,-0.09,-0.82,0.14
2.76,-1.55,1.88,-0.03,-0.87,0.15
2.7,-1.15,1.69,0.02,-0.9,0.17
2.87,-0.82,1.65,0.04,-0.9,0.17
2.99,-0.56,1.63,0.04,-0.88,0.18
3.14,-0.34,1.69,0.04,-0.85,0.18
3.45,-0.27,1.74,0.02,-0.8,0.17
3.43,-0.34,1.69,0.01,-0.76,0.16
3.51,-0.42,1.67,-0.01,-0.74,0.16
3.72,-0.56,1.72,-0.03,-0.73,0.16
3.81,-0.71,1.78,-0.04,-0.73,0.16
3.93,-0.92,1.69,-0.04,-0.73,0.15
4.12,-1.05,1.72,-0.04,-0.75,0.14
4.33,-1.07,1.61,-0.05,-0.76,0.14
4.52,-1.13,1.55,-0.05,-0.77,0.12
4.71,-1.15,1.46,-0.05,-0.78,0.1
5.0,-1.24,1.49,-0.05,-0.79,0.09
5.27,-1.24,1.55,-0.05,-0.79,0.06
5.48,-1.21,1.55,-0.04,-0.79,0.04
5.61,-1.11,1.49,-0.03,-0.79,0.02
5.77,-1.05,1.51,-0.03,-0.79,-0.0
5.8,-1.07,1.51,-0.03,-0.79,-0.02
5.92,-1.05,1.47,-0.03,-0.79,-0.04
5.96,-1.03,1.49,-0.03,-0.79,-0.06
5.96,-1.07,1.46,-0.04,-0.78,-0.07
5.92,-1.15,1.44,-0.04,-0.78,-0.08
5.86,-1.23,1.38,-0.04,-0.78,-0.09
5.78,-1.36,1.23,-0.04,-0.78,-0.1
5.63,-1.36,1.21,-0.03,-0.78,-0.11
5.52,-1.36,1.05,-0.03,-0.79,-0.11
5.44,-1.38,0.96,-0.01,-0.8,-0.12
5.38,-1.32,0.73,0.0,-0.82,-0.12
5.29,-1.28,0.56,0.02,-0.83,-0.12
5.25,-1.09,0.33,0.03,-0.84,-0.12
5.19,-1.03,0.23,0.04,-0.84,-0.12
5.08,-0.92,0.19,0.05,-0.83,-0.12
5.04,-0.84,0.08,0.05,-0.81,-0.12
5.02,-0.69,-0.06,0.05,-0.78,-0.12
5.04,-0.59,-0.04,0.05,-0.74,-0.12
5.11,-0.38,0.02,0.03,-0.69,-0.11
5.21,-0.29,-0.08,0.02,-0.64,-0.11
5.21,-0.25,-0.02,0.0,-0.58,-0.1
5.11,-0.23,-0.17,-0.02,-0.52,-0.09
5.08,-0.29,-0.19,-0.04,-0.47,-0.08
5.06,-0.44,-0.08,-0.05,-0.43,-0.07
4.92,-0.5,-0.08,-0.06,-0.4,-0.06
4.96,-0.65,-0.15,-0.06,-0.38,-0.05
4.98,-0.67,-0.08,-0.06,-0.35,-0.04
5.08,-0.77,-0.02,-0.06,-0.33,-0.03
5.06,-0.75,0.08,-0.06,-0.29,-0.02
5.11,-0.79,0.04,-0.07,-0.26,-0.01
5.04,-0.75,0.17,-0.07,-0.23,-0.0
5.06,-0.79,0.23,-0.07,-0.21,0.0
5.02,-0.84,0.29,-0.06,-0.2,0.01
5.0,-0.9,0.29,-0.06,-0.19,0.02
5.0,-0.94,0.33,-0.05,-0.18,0.03
5.06,-1.0,0.33,-0.03,-0.18,0.04
5.11,-0.96,0.34,-0.01,-0.17,0.04
